poem_id,beyt_id,same_poem_rate_k20_hint_only,same_poem_rate_k20_hint_affect
140,2,0.0,0.0
140,3,0.0,0.0
140,4,0.0,0.0
140,5,0.0,0.0
140,6,0.0,0.0
141,1,0.0,0.0
141,2,0.0,0.0
141,3,0.0,0.0
141,4,0.0,0.05
141,5,0.0,0.05
141,6,0.0,0.05
141,7,0.0,0.0
142,1,0.0,0.0
142,2,0.0,0.0
142,3,0.0,0.0
142,4,0.0,0.0
142,5,0.0,0.0
142,6,0.0,0.0
143,1,0.0,0.0
143,2,0.0,0.05
143,3,0.0,0.05
143,4,0.0,0.0
143,5,0.05,0.0
143,6,0.0,0.0
143,7,0.0,0.0
143,8,0.0,0.0
143,9,0.05,0.05
143,10,0.0,0.0
144,1,0.0,0.05
144,2,0.0,0.0
144,3,0.0,0.0
144,4,0.0,0.0
144,5,0.0,0.0
144,6,0.0,0.0
144,7,0.0,0.0
144,8,0.0,0.05
144,9,0.0,0.0
144,10,0.0,0.0
144,11,0.0,0.0
145,1,0.0,0.0
145,2,0.0,0.0
145,3,0.0,0.0
145,4,0.0,0.0
145,5,0.0,0.0
145,6,0.0,0.0
145,7,0.0,0.0
145,8,0.0,0.0
145,9,0.0,0.0
146,1,0.0,0.0
146,2,0.0,0.0
146,3,0.0,0.0
146,4,0.0,0.0
146,5,0.0,0.0
146,6,0.0,0.0
146,7,0.0,0.0
146,8,0.05,0.0
147,1,0.0,0.0
147,2,0.0,0.0
147,3,0.0,0.0
147,4,0.0,0.0
147,5,0.0,0.0
147,6,0.0,0.0
147,7,0.0,0.0
148,1,0.0,0.0
148,2,0.0,0.0
148,3,0.0,0.0
148,4,0.0,0.0
148,5,0.0,0.0
149,1,0.0,0.0
149,2,0.05,0.0
149,3,0.0,0.0
149,4,0.0,0.0
149,5,0.0,0.0
149,6,0.0,0.0
149,7,0.0,0.0
149,8,0.05,0.0
149,9,0.0,0.0
149,10,0.0,0.0
149,11,0.0,0.0
149,12,0.0,0.0
149,13,0.0,0.0
149,14,0.05,0.0
150,1,0.0,0.0
150,2,0.0,0.0
150,3,0.0,0.0
150,4,0.0,0.0
150,5,0.0,0.0
150,6,0.0,0.0
150,7,0.0,0.0
150,8,0.0,0.0
151,1,0.0,0.0
151,2,0.0,0.0
151,3,0.0,0.05
151,4,0.0,0.0
151,5,0.05,0.05
151,6,0.0,0.0
151,7,0.0,0.0
152,1,0.05,0.05
152,2,0.1,0.05
152,3,0.0,0.0
152,4,0.0,0.0
152,5,0.0,0.0
152,6,0.0,0.0
152,7,0.0,0.0
153,1,0.0,0.0
153,2,0.0,0.0
153,3,0.0,0.0
153,4,0.0,0.0
153,5,0.0,0.1
153,6,0.0,0.05
153,7,0.0,0.05
153,8,0.0,0.0
153,9,0.05,0.05
153,10,0.0,0.0
153,11,0.0,0.0
153,12,0.0,0.0
153,13,0.05,0.05
154,1,0.0,0.0
154,2,0.0,0.0
154,3,0.0,0.0
154,4,0.0,0.0
154,5,0.0,0.0
154,6,0.0,0.0
154,7,0.0,0.0
154,8,0.0,0.0
154,9,0.0,0.0
154,10,0.0,0.0
155,1,0.05,0.0
155,2,0.0,0.0
155,3,0.0,0.0
155,4,0.0,0.0
155,5,0.0,0.0
155,6,0.05,0.05
155,7,0.05,0.0
156,1,0.05,0.05
156,2,0.05,0.05
156,3,0.05,0.0
156,4,0.05,0.05
156,5,0.0,0.05
156,6,0.0,0.0
156,7,0.0,0.0
156,8,0.0,0.0
156,9,0.0,0.0
157,1,0.0,0.0
157,2,0.05,0.0
157,3,0.0,0.0
157,4,0.0,0.0
157,5,0.0,0.0
157,6,0.0,0.0
157,7,0.0,0.0
158,1,0.05,0.05
158,2,0.0,0.0
158,3,0.05,0.0
158,4,0.05,0.05
158,5,0.05,0.05
158,6,0.0,0.0
158,7,0.0,0.0
159,1,0.0,0.0
159,2,0.0,0.0
159,3,0.0,0.0
159,4,0.0,0.0
159,5,0.0,0.0
159,6,0.0,0.0
159,7,0.0,0.0
160,1,0.0,0.0
160,2,0.0,0.0
160,3,0.0,0.0
160,4,0.0,0.0
160,5,0.0,0.0
160,6,0.0,0.0
160,7,0.0,0.0
161,1,0.0,0.0
161,2,0.0,0.0
161,3,0.0,0.0
161,4,0.0,0.0
161,5,0.0,0.05
161,6,0.05,0.0
161,7,0.0,0.0
162,1,0.0,0.0
162,2,0.05,0.05
162,3,0.05,0.05
162,4,0.0,0.0
162,5,0.0,0.0
162,6,0.0,0.0
162,7,0.0,0.0
162,8,0.0,0.0
162,9,0.0,0.0
162,10,0.0,0.0
162,11,0.0,0.0
163,1,0.05,0.05
163,2,0.0,0.05
163,3,0.0,0.0
163,4,0.0,0.0
163,5,0.0,0.0
163,6,0.0,0.0
164,1,0.0,0.0
164,2,0.05,0.0
164,3,0.0,0.0
164,4,0.0,0.0
164,5,0.05,0.05
164,6,0.05,0.05
164,7,0.05,0.0
164,8,0.0,0.0
164,9,0.0,0.0
165,1,0.0,0.0
165,2,0.0,0.0
165,3,0.0,0.0
165,4,0.0,0.0
165,5,0.0,0.0
165,6,0.0,0.0
165,7,0.0,0.0
166,1,0.2,0.2
166,2,0.15,0.15
166,3,0.1,0.15
166,4,0.1,0.1
166,5,0.15,0.2
166,6,0.1,0.2
166,7,0.0,0.0
166,8,0.15,0.1
167,1,0.0,0.0
167,2,0.05,0.05
167,3,0.0,0.0
167,4,0.0,0.0
167,5,0.0,0.0
167,6,0.0,0.0
167,7,0.0,0.0
167,8,0.0,0.0
167,9,0.0,0.0
167,10,0.0,0.0
168,1,0.15,0.15
168,2,0.0,0.0
168,3,0.05,0.0
168,4,0.0,0.0
168,5,0.05,0.1
168,6,0.0,0.0
168,7,0.05,0.1
168,8,0.05,0.05
168,9,0.05,0.1
169,1,0.0,0.05
169,2,0.0,0.0
169,3,0.05,0.0
169,4,0.05,0.05
169,5,0.05,0.0
169,6,0.05,0.05
169,7,0.0,0.05
169,8,0.05,0.05
169,9,0.0,0.0
170,1,0.0,0.05
170,2,0.0,0.05
170,3,0.0,0.0
170,4,0.0,0.0
170,5,0.0,0.0
170,6,0.0,0.0
170,7,0.0,0.0
170,8,0.0,0.0
171,1,0.0,0.0
171,2,0.0,0.0
171,3,0.0,0.0
171,4,0.0,0.0
171,5,0.0,0.0
171,6,0.0,0.0
171,7,0.0,0.0
171,8,0.0,0.0
171,9,0.0,0.0
172,1,0.05,0.05
172,2,0.1,0.2
172,3,0.0,0.1
172,4,0.0,0.05
172,5,0.0,0.05
172,6,0.15,0.1
172,7,0.0,0.15
173,1,0.0,0.0
173,2,0.0,0.0
173,3,0.05,0.05
173,4,0.05,0.05
173,5,0.0,0.0
173,6,0.0,0.0
173,7,0.05,0.05
173,8,0.0,0.0
174,1,0.05,0.1
174,2,0.0,0.0
174,3,0.0,0.0
174,4,0.0,0.1
174,5,0.05,0.1
174,6,0.0,0.0
174,7,0.1,0.1
175,1,0.0,0.0
175,2,0.05,0.05
175,3,0.05,0.05
175,4,0.0,0.0
175,5,0.0,0.0
175,6,0.0,0.0
175,7,0.0,0.0
175,8,0.0,0.0
176,1,0.0,0.0
176,2,0.0,0.0
176,3,0.05,0.0
176,4,0.0,0.0
176,5,0.0,0.0
176,6,0.0,0.0
176,7,0.0,0.0
176,8,0.0,0.0
177,1,0.0,0.0
177,2,0.0,0.0
177,3,0.0,0.0
177,4,0.0,0.0
177,5,0.0,0.0
177,6,0.0,0.0
177,7,0.0,0.0
177,8,0.0,0.0
177,9,0.0,0.0
177,10,0.0,0.0
178,1,0.0,0.0
178,2,0.05,0.05
178,3,0.0,0.0
178,4,0.0,0.0
178,5,0.0,0.0
178,6,0.0,0.0
178,7,0.0,0.0
178,8,0.0,0.0
178,9,0.05,0.0
178,10,0.0,0.0
178,11,0.0,0.0
179,1,0.0,0.0
179,2,0.0,0.0
179,3,0.0,0.0
179,4,0.0,0.0
179,5,0.05,0.0
179,6,0.0,0.0
179,7,0.0,0.0
179,8,0.0,0.05
179,9,0.05,0.05
180,1,0.0,0.0
180,2,0.0,0.0
180,3,0.0,0.0
180,4,0.0,0.0
180,5,0.0,0.0
180,6,0.0,0.0
180,7,0.0,0.0
180,8,0.0,0.0
181,1,0.0,0.05
181,2,0.0,0.0
181,3,0.0,0.0
181,4,0.0,0.0
181,5,0.0,0.0
181,6,0.05,0.0
181,7,0.0,0.0
182,1,0.0,0.0
182,2,0.0,0.0
182,3,0.0,0.0
182,4,0.0,0.0
182,5,0.0,0.0
182,6,0.0,0.0
182,7,0.05,0.0
182,8,0.0,0.0
182,9,0.0,0.0
183,1,0.05,0.05
183,2,0.0,0.0
183,3,0.05,0.1
183,4,0.0,0.0
183,5,0.05,0.0
183,6,0.05,0.1
183,7,0.1,0.1
183,8,0.05,0.05
184,1,0.0,0.0
184,2,0.0,0.0
184,3,0.0,0.0
184,4,0.0,0.0
184,5,0.0,0.0
184,6,0.0,0.05
184,7,0.0,0.0
185,1,0.0,0.0
185,2,0.0,0.0
185,3,0.0,0.0
185,4,0.0,0.0
185,5,0.0,0.0
185,6,0.0,0.0
185,7,0.0,0.0
186,1,0.0,0.0
186,2,0.0,0.0
186,3,0.0,0.0
186,4,0.0,0.0
186,5,0.0,0.0
186,6,0.0,0.0
186,7,0.0,0.0
186,8,0.0,0.0
187,1,0.0,0.0
187,2,0.0,0.0
187,3,0.0,0.0
187,4,0.0,0.0
187,5,0.0,0.0
187,6,0.0,0.0
187,7,0.0,0.0
188,1,0.0,0.0
188,2,0.0,0.0
188,3,0.0,0.0
188,4,0.0,0.0
188,5,0.0,0.0
188,6,0.0,0.0
188,7,0.0,0.0
189,1,0.0,0.0
189,2,0.0,0.0
189,3,0.0,0.0
189,4,0.0,0.0
189,5,0.0,0.05
189,6,0.0,0.0
189,7,0.0,0.0
189,8,0.05,0.0
189,9,0.05,0.0
190,1,0.0,0.0
190,2,0.0,0.05
190,3,0.0,0.0
190,4,0.0,0.05
190,5,0.0,0.0
190,6,0.0,0.0
190,7,0.0,0.0
190,8,0.0,0.0
191,1,0.0,0.0
191,2,0.0,0.0
191,3,0.0,0.0
191,4,0.0,0.0
191,5,0.0,0.0
191,6,0.0,0.0
191,7,0.0,0.0
191,8,0.0,0.0
191,9,0.0,0.0
192,1,0.05,0.05
192,2,0.05,0.05
192,3,0.0,0.0
192,4,0.0,0.05
192,5,0.05,0.0
192,6,0.0,0.0
192,7,0.0,0.05
192,8,0.0,0.0
192,9,0.0,0.0
192,10,0.0,0.0
193,1,0.0,0.1
193,2,0.0,0.0
193,3,0.0,0.0
193,4,0.0,0.0
193,5,0.0,0.0
193,6,0.0,0.05
193,7,0.0,0.0
193,8,0.0,0.0
193,9,0.0,0.0
193,10,0.0,0.0
193,11,0.0,0.0
194,1,0.0,0.0
194,2,0.0,0.0
194,3,0.0,0.0
194,4,0.0,0.0
194,5,0.0,0.0
194,6,0.0,0.0
194,7,0.0,0.0
194,8,0.0,0.0
195,1,0.0,0.0
195,2,0.0,0.0
195,3,0.0,0.0
195,4,0.0,0.0
195,5,0.0,0.0
195,6,0.0,0.0
195,7,0.0,0.0
195,8,0.0,0.0
195,9,0.0,0.0
196,1,0.0,0.0
196,2,0.0,0.0
196,3,0.0,0.0
196,4,0.0,0.0
196,5,0.0,0.0
196,6,0.0,0.0
196,7,0.0,0.0
196,8,0.0,0.0
196,9,0.0,0.0
196,10,0.0,0.0
196,11,0.0,0.0
196,12,0.0,0.0
197,1,0.0,0.0
197,2,0.0,0.0
197,3,0.0,0.0
197,4,0.0,0.0
197,5,0.0,0.0
197,6,0.0,0.0
197,7,0.0,0.0
197,8,0.0,0.0
197,9,0.0,0.0
198,1,0.05,0.05
198,2,0.0,0.0
198,3,0.0,0.0
198,4,0.0,0.0
198,5,0.05,0.1
198,6,0.1,0.1
198,7,0.0,0.0
198,8,0.1,0.0
198,9,0.15,0.1
199,1,0.0,0.05
199,2,0.0,0.0
199,3,0.0,0.0
199,4,0.0,0.0
199,5,0.0,0.0
199,6,0.0,0.0
199,7,0.0,0.05
199,8,0.05,0.05
200,1,0.0,0.0
200,2,0.0,0.0
200,3,0.0,0.0
200,4,0.0,0.0
200,5,0.0,0.05
200,6,0.0,0.0
200,7,0.0,0.0
200,8,0.0,0.0
200,9,0.0,0.0
200,10,0.0,0.0
201,1,0.0,0.0
201,2,0.0,0.0
201,3,0.0,0.05
201,4,0.0,0.0
201,5,0.0,0.0
201,6,0.0,0.0
201,7,0.0,0.0
201,8,0.0,0.0
201,9,0.0,0.0
202,1,0.05,0.05
202,2,0.05,0.05
202,3,0.05,0.0
202,4,0.0,0.0
202,5,0.0,0.0
202,6,0.05,0.05
202,7,0.0,0.0
203,1,0.0,0.0
203,2,0.0,0.0
203,3,0.0,0.0
203,4,0.0,0.0
203,5,0.0,0.0
203,6,0.0,0.0
203,7,0.0,0.0
203,8,0.0,0.0
203,9,0.0,0.0
204,1,0.15,0.2
204,2,0.1,0.15
204,3,0.1,0.1
204,4,0.15,0.15
204,5,0.0,0.15
204,6,0.0,0.0
204,7,0.1,0.1
204,8,0.0,0.05
204,9,0.0,0.1
205,1,0.0,0.0
205,2,0.0,0.0
205,3,0.0,0.0
205,4,0.0,0.0
205,5,0.0,0.0
205,6,0.0,0.0
205,7,0.0,0.0
206,1,0.0,0.0
206,2,0.0,0.05
206,3,0.0,0.0
206,4,0.0,0.0
206,5,0.0,0.0
206,6,0.0,0.0
206,7,0.0,0.0
206,8,0.0,0.0
206,9,0.0,0.0
206,10,0.0,0.0
207,1,0.0,0.0
207,2,0.0,0.0
207,3,0.0,0.05
207,4,0.0,0.0
207,5,0.0,0.0
207,6,0.0,0.0
207,7,0.0,0.0
207,8,0.0,0.0
207,9,0.0,0.0
208,1,0.0,0.0
208,2,0.0,0.0
208,3,0.0,0.0
208,4,0.0,0.0
208,5,0.0,0.0
208,6,0.0,0.0
208,7,0.0,0.0
209,1,0.0,0.0
209,2,0.0,0.0
209,3,0.0,0.0
209,4,0.0,0.0
209,5,0.0,0.0
209,6,0.0,0.0
209,7,0.0,0.0
209,8,0.0,0.0
210,1,0.0,0.0
210,2,0.0,0.0
210,3,0.0,0.0
210,4,0.0,0.0
210,5,0.0,0.0
210,6,0.0,0.0
210,7,0.0,0.0
211,1,0.0,0.0
211,2,0.0,0.0
211,3,0.0,0.0
211,4,0.0,0.0
211,5,0.0,0.0
211,6,0.0,0.0
211,7,0.0,0.0
211,8,0.0,0.0
212,1,0.0,0.0
212,2,0.0,0.0
212,3,0.0,0.0
212,4,0.0,0.0
212,5,0.0,0.0
212,6,0.0,0.0
212,7,0.0,0.0
212,8,0.0,0.0
213,1,0.05,0.05
213,2,0.0,0.0
213,3,0.0,0.0
213,4,0.0,0.0
213,5,0.0,0.0
213,6,0.0,0.0
213,7,0.0,0.0
213,8,0.0,0.0
214,1,0.0,0.0
214,2,0.0,0.0
214,3,0.0,0.0
214,4,0.0,0.0
214,5,0.0,0.0
214,6,0.0,0.0
214,7,0.0,0.0
214,8,0.0,0.0
214,9,0.0,0.0
215,1,0.0,0.0
215,2,0.0,0.0
215,3,0.0,0.05
215,4,0.0,0.0
215,5,0.0,0.0
215,6,0.0,0.0
215,7,0.0,0.0
215,8,0.0,0.0
216,1,0.0,0.05
216,2,0.0,0.0
216,3,0.0,0.0
216,4,0.0,0.05
216,5,0.0,0.0
216,6,0.0,0.0
216,7,0.0,0.0
216,8,0.0,0.0
216,9,0.0,0.0
216,10,0.0,0.0
217,1,0.0,0.0
217,2,0.0,0.0
217,3,0.0,0.0
217,4,0.0,0.0
217,5,0.0,0.0
217,6,0.0,0.0
217,7,0.0,0.0
217,8,0.0,0.0
218,1,0.0,0.0
218,2,0.0,0.0
218,3,0.0,0.0
218,4,0.0,0.0
218,5,0.0,0.0
218,6,0.0,0.0
218,7,0.0,0.0
218,8,0.0,0.0
218,9,0.0,0.0
219,1,0.0,0.0
219,2,0.05,0.0
219,3,0.05,0.05
219,4,0.0,0.0
219,5,0.0,0.05
219,6,0.0,0.0
219,7,0.05,0.0
219,8,0.0,0.0
219,9,0.0,0.0
219,10,0.0,0.0
220,1,0.05,0.05
220,2,0.0,0.0
220,3,0.0,0.0
220,4,0.0,0.0
220,5,0.1,0.0
220,6,0.05,0.0
220,7,0.0,0.0
221,1,0.0,0.0
221,2,0.0,0.0
221,3,0.0,0.0
221,4,0.0,0.0
221,5,0.0,0.0
221,6,0.0,0.0
221,7,0.0,0.0
221,8,0.0,0.0
222,1,0.0,0.0
222,2,0.0,0.05
222,3,0.0,0.0
222,4,0.0,0.0
222,5,0.0,0.0
222,6,0.0,0.0
222,7,0.0,0.0
223,1,0.05,0.05
223,2,0.05,0.0
223,3,0.0,0.0
223,4,0.1,0.1
223,5,0.1,0.1
223,6,0.0,0.0
223,7,0.0,0.0
224,1,0.0,0.0
224,2,0.0,0.0
224,3,0.0,0.0
224,4,0.0,0.0
224,5,0.0,0.0
224,6,0.0,0.0
224,7,0.0,0.0
224,8,0.0,0.0
224,9,0.0,0.0
224,10,0.0,0.0
224,11,0.0,0.0
225,1,0.0,0.0
225,2,0.0,0.0
225,3,0.0,0.0
225,4,0.05,0.05
225,5,0.05,0.05
225,6,0.0,0.0
225,7,0.0,0.0
225,8,0.0,0.0
226,1,0.0,0.0
226,2,0.0,0.0
226,3,0.0,0.0
226,4,0.0,0.0
226,5,0.0,0.0
226,6,0.0,0.0
226,7,0.0,0.0
226,8,0.0,0.0
226,9,0.0,0.0
226,10,0.0,0.0
227,1,0.0,0.0
227,2,0.0,0.0
227,3,0.0,0.0
227,4,0.0,0.0
227,5,0.0,0.0
227,6,0.0,0.0
227,7,0.0,0.0
227,8,0.0,0.0
228,1,0.0,0.0
228,2,0.0,0.0
228,3,0.0,0.0
228,4,0.0,0.0
228,5,0.0,0.0
228,6,0.0,0.05
228,7,0.0,0.0
229,1,0.05,0.05
229,2,0.0,0.0
229,3,0.05,0.05
229,4,0.0,0.0
229,5,0.0,0.0
229,6,0.0,0.0
229,7,0.0,0.0
230,1,0.0,0.0
230,2,0.0,0.0
230,3,0.0,0.0
230,4,0.0,0.0
230,5,0.0,0.0
230,6,0.0,0.0
230,7,0.0,0.0
230,8,0.0,0.0
230,9,0.0,0.0
231,1,0.15,0.15
231,2,0.15,0.15
231,3,0.05,0.1
231,4,0.0,0.0
231,5,0.0,0.0
231,6,0.15,0.1
231,7,0.15,0.15
231,8,0.0,0.0
232,1,0.0,0.0
232,2,0.0,0.0
232,3,0.0,0.0
232,4,0.0,0.0
232,5,0.0,0.0
232,6,0.0,0.0
232,7,0.05,0.0
232,8,0.0,0.0
233,1,0.0,0.0
233,2,0.0,0.0
233,3,0.0,0.0
233,4,0.0,0.05
233,5,0.0,0.0
233,6,0.0,0.0
234,1,0.0,0.0
234,2,0.0,0.05
234,3,0.0,0.0
234,4,0.0,0.05
234,5,0.0,0.0
234,6,0.0,0.0
234,7,0.0,0.0
235,1,0.0,0.1
235,2,0.0,0.0
235,3,0.0,0.0
235,4,0.0,0.05
235,5,0.0,0.0
235,6,0.0,0.05
235,7,0.0,0.0
236,1,0.0,0.0
236,2,0.1,0.1
236,3,0.1,0.15
236,4,0.05,0.1
236,5,0.0,0.05
236,6,0.05,0.1
236,7,0.05,0.05
236,8,0.05,0.05
237,1,0.0,0.0
237,2,0.0,0.0
237,3,0.0,0.0
237,4,0.0,0.0
237,5,0.0,0.0
237,6,0.0,0.0
237,7,0.05,0.0
237,8,0.0,0.0
237,9,0.05,0.05
238,1,0.0,0.0
238,2,0.0,0.0
238,3,0.0,0.0
238,4,0.0,0.0
238,5,0.0,0.0
238,6,0.0,0.0
238,7,0.0,0.0
238,8,0.0,0.0
238,9,0.0,0.0
239,1,0.0,0.0
239,2,0.0,0.0
239,3,0.0,0.0
239,4,0.0,0.0
239,5,0.0,0.05
239,6,0.0,0.0
239,7,0.0,0.0
239,8,0.0,0.0
240,1,0.0,0.0
240,2,0.0,0.0
240,3,0.0,0.0
240,4,0.0,0.0
240,5,0.0,0.0
240,6,0.0,0.0
240,7,0.0,0.0
240,8,0.0,0.0
240,9,0.0,0.0
241,1,0.05,0.05
241,2,0.05,0.05
241,3,0.0,0.05
241,4,0.05,0.1
241,5,0.1,0.05
241,6,0.1,0.05
241,7,0.0,0.1
242,1,0.1,0.05
242,2,0.0,0.05
242,3,0.05,0.05
242,4,0.0,0.0
242,5,0.05,0.05
242,6,0.0,0.0
242,7,0.0,0.0
242,8,0.0,0.0
242,9,0.0,0.0
243,1,0.0,0.0
243,2,0.0,0.0
243,3,0.0,0.0
243,4,0.0,0.0
243,5,0.0,0.0
243,6,0.0,0.0
243,7,0.0,0.0
243,8,0.0,0.0
243,9,0.0,0.0
243,10,0.0,0.0
243,11,0.0,0.0
243,12,0.0,0.0
244,1,0.0,0.0
244,2,0.0,0.05
244,3,0.0,0.0
244,4,0.0,0.0
244,5,0.0,0.0
244,6,0.05,0.0
244,7,0.0,0.0
244,8,0.0,0.0
245,1,0.0,0.0
245,2,0.0,0.0
245,3,0.0,0.05
245,4,0.0,0.0
245,5,0.0,0.0
245,6,0.0,0.0
245,7,0.0,0.0
245,8,0.0,0.0
245,9,0.05,0.05
245,10,0.0,0.0
245,11,0.0,0.0
245,12,0.05,0.05
246,1,0.0,0.0
246,2,0.0,0.0
246,3,0.0,0.0
246,4,0.0,0.0
246,5,0.0,0.0
246,6,0.0,0.0
246,7,0.0,0.0
246,8,0.0,0.0
246,9,0.0,0.0
246,10,0.0,0.0
247,1,0.0,0.0
247,2,0.0,0.0
247,3,0.0,0.0
247,4,0.0,0.0
247,5,0.0,0.0
247,6,0.0,0.0
247,7,0.0,0.0
247,8,0.0,0.0
248,1,0.0,0.05
248,2,0.0,0.0
248,3,0.0,0.0
248,4,0.0,0.0
248,5,0.0,0.0
248,6,0.0,0.0
248,7,0.0,0.0
249,1,0.0,0.0
249,2,0.05,0.05
249,3,0.0,0.0
249,4,0.0,0.0
249,5,0.05,0.05
249,6,0.0,0.0
249,7,0.05,0.05
249,8,0.0,0.0
249,9,0.0,0.05
249,10,0.0,0.0
250,1,0.0,0.0
250,2,0.0,0.0
250,3,0.0,0.0
250,4,0.0,0.0
250,5,0.0,0.0
250,6,0.0,0.0
250,7,0.0,0.0
250,8,0.0,0.0
250,9,0.0,0.0
251,1,0.0,0.0
251,2,0.0,0.0
251,3,0.0,0.0
251,4,0.0,0.0
251,5,0.0,0.0
251,6,0.0,0.0
252,1,0.0,0.0
252,2,0.05,0.0
252,3,0.05,0.05
252,4,0.0,0.0
252,5,0.0,0.0
252,6,0.0,0.0
252,7,0.0,0.05
252,8,0.0,0.0
252,9,0.0,0.05
253,1,0.0,0.0
253,2,0.05,0.05
253,3,0.05,0.0
253,4,0.0,0.0
253,5,0.0,0.0
253,6,0.0,0.0
253,7,0.1,0.05
253,8,0.05,0.0
253,9,0.0,0.0
254,1,0.0,0.0
254,2,0.0,0.0
254,3,0.05,0.0
254,4,0.05,0.05
254,5,0.05,0.05
254,6,0.0,0.0
254,7,0.05,0.0
255,1,0.0,0.0
255,2,0.0,0.0
255,3,0.05,0.05
255,4,0.0,0.0
255,5,0.0,0.0
255,6,0.0,0.0
255,7,0.05,0.0
255,8,0.05,0.0
255,9,0.0,0.0
255,10,0.0,0.0
256,1,0.0,0.0
256,2,0.0,0.0
256,3,0.0,0.0
256,4,0.0,0.0
256,5,0.0,0.0
256,6,0.0,0.0
256,7,0.0,0.0
256,8,0.05,0.05
256,9,0.0,0.0
256,10,0.0,0.0
256,11,0.0,0.0
256,12,0.05,0.0
257,1,0.0,0.0
257,2,0.0,0.0
257,3,0.0,0.0
257,4,0.0,0.0
257,5,0.05,0.05
257,6,0.05,0.05
257,7,0.0,0.0
257,8,0.0,0.0
257,9,0.0,0.0
257,10,0.0,0.0
258,1,0.0,0.0
258,2,0.0,0.0
258,3,0.0,0.05
258,4,0.0,0.0
258,5,0.0,0.0
258,6,0.0,0.0
258,7,0.0,0.0
258,8,0.0,0.0
258,9,0.0,0.0
259,1,0.0,0.0
259,2,0.0,0.05
259,3,0.05,0.05
259,4,0.0,0.0
259,5,0.0,0.0
259,6,0.0,0.0
259,7,0.0,0.0
260,1,0.0,0.0
260,2,0.0,0.0
260,3,0.0,0.0
260,4,0.0,0.0
260,5,0.0,0.0
260,6,0.0,0.0
260,7,0.0,0.0
260,8,0.0,0.0
260,9,0.0,0.0
261,1,0.0,0.0
261,2,0.0,0.0
261,3,0.0,0.0
261,4,0.0,0.0
261,5,0.0,0.0
261,6,0.0,0.0
262,1,0.0,0.0
262,2,0.0,0.0
262,3,0.0,0.0
262,4,0.0,0.0
262,5,0.0,0.0
262,6,0.0,0.0
262,7,0.0,0.0
263,1,0.0,0.0
263,2,0.0,0.0
263,3,0.0,0.0
263,4,0.0,0.0
263,5,0.0,0.0
263,6,0.0,0.0
263,7,0.0,0.0
263,8,0.0,0.0
264,1,0.0,0.0
264,2,0.0,0.0
264,3,0.0,0.0
264,4,0.0,0.0
264,5,0.0,0.0
264,6,0.0,0.05
264,7,0.0,0.0
264,8,0.0,0.0
264,9,0.0,0.0
265,1,0.05,0.0
265,2,0.05,0.0
265,3,0.05,0.05
265,4,0.0,0.0
265,5,0.0,0.0
265,6,0.0,0.0
265,7,0.05,0.05
265,8,0.0,0.0
265,9,0.0,0.0
266,1,0.0,0.0
266,2,0.0,0.0
266,3,0.0,0.0
266,4,0.0,0.0
266,5,0.0,0.0
266,6,0.0,0.0
266,7,0.0,0.0
266,8,0.0,0.0
267,1,0.0,0.0
267,2,0.0,0.0
267,3,0.0,0.0
267,4,0.0,0.0
267,5,0.0,0.0
267,6,0.0,0.0
267,7,0.0,0.0
267,8,0.0,0.0
267,9,0.0,0.0
268,1,0.05,0.05
268,2,0.05,0.05
268,3,0.05,0.0
268,4,0.0,0.0
268,5,0.0,0.0
268,6,0.0,0.0
268,7,0.0,0.0
268,8,0.0,0.0
269,1,0.0,0.0
269,2,0.0,0.1
269,3,0.0,0.0
269,4,0.0,0.0
269,5,0.0,0.0
269,6,0.0,0.0
269,7,0.0,0.0
269,8,0.0,0.0
269,9,0.0,0.05
270,1,0.05,0.0
270,2,0.0,0.0
270,3,0.0,0.0
270,4,0.0,0.0
270,5,0.0,0.0
270,6,0.05,0.0
270,7,0.0,0.0
271,1,0.0,0.0
271,2,0.0,0.0
271,3,0.0,0.0
271,4,0.0,0.0
271,5,0.0,0.0
271,6,0.0,0.0
271,7,0.05,0.05
271,8,0.05,0.05
272,1,0.0,0.05
272,2,0.0,0.0
272,3,0.0,0.0
272,4,0.0,0.0
272,5,0.0,0.0
272,6,0.0,0.0
272,7,0.0,0.0
273,1,0.0,0.0
273,2,0.0,0.0
273,3,0.0,0.0
273,4,0.0,0.0
273,5,0.0,0.0
273,6,0.0,0.0
273,7,0.0,0.0
273,8,0.0,0.0
